symbol,year,company,legal_reserve,exchange,approved_date,restatement,integrative,current_liabilities,noncurrent_liabilities,shareholders_equity,approved_shareholders_equity,current_assets,noncurrent_assets,total_liabilities,total_liabilities_plus_shareholders_equity,total_assets,audited,public_rights,net_fixed_assets,fiscal_year,other_reserves,capital,investments_and_other_assets,retained_earnings,type
تیپیکو,1386,سر. دارویی تامین,151279.0,,13870613,خیر,خیر,293159.0,1295742.0,3057267.0,,1664992.0,2981176.0,1588901.0,4646168.0,4646168.0,بلی,,23089.0,13870231,,1900000.0,2957247.0,1005988.0,*12ماهه
تیپیکو,1387,سر. دارویی تامین,204802.0,,13880616,خیر,خیر,1075624.0,945.0,4172739.0,,2009641.0,3239667.0,1076569.0,5249308.0,5249308.0,بلی,,22404.0,13880231,,2900000.0,3216436.0,1067937.0,*12ماهه
تیپیکو,1388,سر. دارویی تامین,263913.0,,13890707,خیر,خیر,477939.0,740875.0,4339055.0,,2387699.0,3170170.0,1218814.0,5557869.0,5557869.0,بلی,,21787.0,13890231,,2900000.0,3147561.0,1175142.0,*12ماهه
تیپیکو,1389,سر. دارویی تامین,291804.0,,13910705,خیر,خیر,96751.0,1628.0,4897979.0,,2914329.0,2082029.0,98379.0,4996358.0,4996358.0,خیر,,99416.0,13900231,,2900000.0,1980733.0,1706175.0,*12ماهه
تیپیکو,1391,سر. دارویی تامین,204802.0,,13920630,,-,1075624.0,945.0,4172739.0,3170863.0,2009641.0,3239667.0,1076569.0,5249308.0,5249308.0,-,,22404.0,13920231,,2900000.0,3216436.0,1067937.0,مجمع
تیپیکو,1392,سر. دارویی تامین,291804.0,,13930631,,-,1155148.0,1130.0,5889609.0,3710409.0,4199383.0,2846504.0,1156278.0,7045887.0,7045887.0,-,,160936.0,13930231,,2900000.0,2683823.0,2697805.0,مجمع
تیپیکو,1393,سر. دارویی تامین,291804.0,,13940628,,-,1861149.0,1837.0,6708201.0,4383201.0,5688747.0,2882440.0,1862986.0,8571187.0,8571187.0,-,,158698.0,13940231,,2900000.0,2714331.0,3516397.0,مجمع
تیپیکو,1394,سر. دارویی تامین,291804.0,,13950628,,-,2508767.0,1944.0,7786406.0,5021406.0,6415022.0,3882095.0,2510711.0,10297117.0,10297117.0,-,,157307.0,13950231,,2900000.0,3716150.0,4594602.0,مجمع
تیپیکو,1395,سر. دارویی تامین,291804.0,,13960625,,-,2417810.0,2478.0,8308955.0,5408955.0,5857088.0,4872155.0,2420288.0,10729243.0,10729243.0,-,,158600.0,13960231,,2900000.0,4707283.0,5117151.0,مجمع
تیپیکو,1396,سر. دارویی تامین,291804.0,بورس تهران,13970621,,-,4341952.0,3312.0,8413479.0,5513479.0,7504594.0,5254149.0,4345264.0,12758743.0,12758743.0,-,,164050.0,13970231,,2900000.0,5085451.0,5221675.0,مجمع
تیپیکو,1397,سر. دارویی تامین,291804.0,بورس تهران,13980530,,-,7809195.0,3224.0,11683318.0,5883318.0,13641974.0,5853763.0,7812419.0,19495737.0,19495737.0,-,,168899.0,13980231,,2900000.0,5678214.0,8491514.0,مجمع
ثاباد,1379,آبادگران,,,13801012,خیر,خیر,8449.0,1136.0,9929.0,150000.0,18742.0,772.0,9585.0,19514.0,19514.0,بلی,,553.0,13800431,,10000.0,219.0,-71.0,*12ماهه
ثاباد,1381,آبادگران,1011.0,,13821101,بلی,خیر,30395.0,60.0,17557.0,,46628.0,1384.0,30455.0,48012.0,48012.0,خیر,,720.0,13810631,286.0,15000.0,664.0,1260.0,*12ماهه
ثاباد,1383,آبادگران,1849.0,,13830827,,-,25366.0,3149.0,53501.0,54209.0,79171.0,2845.0,28515.0,82016.0,82016.0,-,,2193.0,13830631,286.0,50000.0,652.0,1366.0,مجمع
ثاباد,1384,آبادگران,2560.0,,13840908,,-,27974.0,205.0,85160.0,84764.0,103161.0,10178.0,28179.0,113339.0,113339.0,-,,5318.0,13840631,286.0,80000.0,4860.0,2314.0,مجمع
ثاباد,1385,آبادگران,3772.0,,13861013,بلی,خیر,32269.0,382.0,150897.0,150000.0,160603.0,22945.0,32651.0,183548.0,183548.0,خیر,,3739.0,13850631,286.0,150000.0,19164.0,-3161.0,*12ماهه
ثاباد,1386,آبادگران,7170.0,,13870911,بلی,خیر,46820.0,1595.0,194041.0,,232651.0,9805.0,48415.0,242456.0,242456.0,خیر,,4531.0,13861229,286.0,150000.0,4952.0,36585.0,*12ماهه
ثاباد,1387,آبادگران,9029.0,,13880902,بلی,خیر,67021.0,489.0,205890.0,,206179.0,67221.0,67510.0,273400.0,273400.0,خیر,,5263.0,13871229,286.0,150000.0,61609.0,46575.0,*12ماهه
ثاباد,1388,آبادگران,9564.0,,13890312,,-,92187.0,76.0,182817.0,174942.0,222655.0,52425.0,92263.0,275080.0,275080.0,-,,10381.0,13881229,286.0,150000.0,41695.0,22967.0,مجمع
ثاباد,1389,آبادگران,11382.0,,13900829,بلی,خیر,72113.0,,210342.0,,251381.0,31074.0,72113.0,282455.0,282455.0,خیر,,8038.0,13891229,286.0,150000.0,22664.0,48674.0,*12ماهه
ثاباد,1390,آبادگران,12814.0,,13910328,,-,60853.0,,212985.0,186185.0,261024.0,12814.0,60853.0,273838.0,273838.0,-,,7411.0,13901229,286.0,150000.0,5031.0,49885.0,مجمع
ثاباد,1391,آبادگران,14462.0,,13920812,بلی,خیر,60903.0,,218018.0,150000.0,268865.0,10056.0,60903.0,278921.0,278921.0,خیر,,6858.0,13911229,286.0,150000.0,2871.0,53270.0,*12ماهه
ثاباد,1392,آبادگران,15000.0,,13930817,بلی,خیر,59507.0,,223138.0,,267750.0,14895.0,59507.0,282645.0,282645.0,خیر,,8922.0,13921229,,150000.0,3346.0,58138.0,*12ماهه
ثاباد,1393,آبادگران,15000.0,,13940811,بلی,خیر,42532.0,,272179.0,,292630.0,22081.0,42532.0,314711.0,314711.0,خیر,,8406.0,13931229,,150000.0,5723.0,82344.0,*12ماهه
ثاباد,1394,آبادگران,16029.0,,13950422,,-,96216.0,,251541.0,249541.0,323000.0,24757.0,96216.0,347757.0,347757.0,-,,8040.0,13941229,,200000.0,10422.0,35512.0,مجمع
ثاباد,1395,آبادگران,16029.0,,13960820,بلی,خیر,65508.0,,286837.0,,336286.0,16059.0,65508.0,352345.0,352345.0,خیر,,7348.0,13951229,,240000.0,8423.0,30808.0,*12ماهه
ثاباد,1396,آبادگران,16078.0,بورس تهران,13970414,,-,70669.0,,286597.0,285397.0,348813.0,8453.0,70669.0,357266.0,357266.0,-,,5745.0,13961229,,240000.0,2420.0,30519.0,مجمع
ثاباد,1397,آبادگران,16278.0,بورس تهران,13980420,,-,71803.0,,288985.0,284185.0,355399.0,5389.0,71803.0,360788.0,360788.0,-,,4681.0,13971229,,240000.0,420.0,32707.0,مجمع
ثاخت,1380,توسعه ساختمان,38.0,,13810929,بلی,خیر,12296.0,62840.0,59673.0,,83264.0,51545.0,75136.0,134809.0,134809.0,خیر,,1345.0,13801229,193.0,60000.0,22253.0,-558.0,*12ماهه
ثاخت,1383,توسعه ساختمان,4932.0,,13831021,,-,168427.0,367753.0,224509.0,68529.0,734542.0,26147.0,536180.0,760689.0,760689.0,-,,9769.0,13830631,193.0,60000.0,16378.0,75887.0,مجمع
ثاخت,1384,توسعه ساختمان,19215.0,,13841026,,-,291446.0,605854.0,1258861.0,1258861.0,1911552.0,244609.0,897300.0,2156161.0,2156161.0,-,,22811.0,13840631,193.0,1000000.0,117456.0,239453.0,مجمع
ثاخت,1385,توسعه ساختمان,28765.0,,13851013,خیر,خیر,1242669.0,316613.0,1116199.0,,2404960.0,270521.0,1559282.0,2675481.0,2675481.0,بلی,,23849.0,13850631,193.0,1000000.0,246288.0,87241.0,*12ماهه
ثاخت,1386,توسعه ساختمان,77099.0,,13861022,,-,1418154.0,483796.0,2079900.0,2079900.0,2896879.0,1084971.0,1901950.0,3981850.0,3981850.0,-,,22248.0,13860631,193.0,1000000.0,1062312.0,1002608.0,مجمع
ثاخت,1387,توسعه ساختمان,127178.0,,13871012,خیر,خیر,1461952.0,1231.0,2626988.0,,2924497.0,1165674.0,1463183.0,4090171.0,4090171.0,بلی,,11861.0,13870631,193.0,1000000.0,1153402.0,999617.0,*12ماهه
ثاخت,1388,توسعه ساختمان,100000.0,,13881002,خیر,خیر,2152141.0,966.0,2681507.0,,3415658.0,1418956.0,2153107.0,4834614.0,4834614.0,بلی,,10465.0,13880631,193.0,1000000.0,1408081.0,1081714.0,*12ماهه
ثاخت,1389,توسعه ساختمان,150000.0,,13890929,خیر,خیر,2807242.0,301141.0,2704416.0,,3585224.0,2227575.0,3108383.0,5812799.0,5812799.0,بلی,,79275.0,13890631,193.0,1500000.0,2147370.0,1054223.0,*12ماهه
ثاخت,1390,توسعه ساختمان,150000.0,,13900929,,-,4069341.0,1301629.0,2733855.0,1950455.0,5306429.0,2798396.0,5370970.0,8104825.0,8104825.0,-,,77010.0,13900631,193.0,1500000.0,2720689.0,1083662.0,مجمع
ثاخت,1391,توسعه ساختمان,150000.0,,13911025,,-,4772059.0,1302189.0,1918221.0,2296975.0,5590948.0,2401521.0,6074248.0,7992469.0,7992469.0,-,,75551.0,13910631,,1500000.0,2325273.0,268028.0,مجمع
ثاخت,1392,توسعه ساختمان,150000.0,,13921030,,-,7418313.0,976680.0,2871956.0,4198856.0,5603941.0,5663008.0,8394993.0,11266949.0,11266949.0,-,,71425.0,13920631,193.0,1500000.0,5590869.0,1152063.0,مجمع
ثاخت,1393,توسعه ساختمان,172069.0,,13931030,,-,6607393.0,760810.0,4684788.0,4606188.0,6587633.0,5465358.0,7368203.0,12052991.0,12052991.0,-,,67438.0,13930631,193.0,3000000.0,5397365.0,1512526.0,مجمع
ثاخت,1394,توسعه ساختمان,183543.0,,13941030,,-,7976300.0,664426.0,4092284.0,4015284.0,7109576.0,5623434.0,8640726.0,12733010.0,12733010.0,-,,65603.0,13940631,,3000000.0,4861986.0,908548.0,مجمع
ثاخت,1395,توسعه ساختمان,194626.0,,13951025,,-,8318821.0,715369.0,4237635.0,4207635.0,7546772.0,5725053.0,9034190.0,13271825.0,13271825.0,-,,62040.0,13950631,,3000000.0,5120055.0,1042816.0,مجمع
ثاخت,1396,توسعه ساختمان,205621.0,,13961030,,-,9120674.0,320635.0,3961523.0,3961523.0,8647401.0,4755431.0,9441309.0,13402832.0,13402832.0,-,,73541.0,13960631,,3000000.0,4122769.0,755398.0,مجمع
ثاخت,1397,توسعه ساختمان,205621.0,بورس تهران,13980311,بلی,خیر,8500377.0,6717.0,5314026.0,,9209192.0,4611928.0,8507094.0,13821120.0,13821120.0,خیر,,91581.0,13970631,193.0,6000000.0,4119106.0,-891788.0,*12ماهه
ثاصفا,1380,ساختمان اصفهان,2681.0,,13801030,,-,53854.0,450.0,54960.0,60097.0,85493.0,23771.0,54304.0,109679.0,109264.0,-,,3824.0,13800631,,52235.0,19948.0,44.0,مجمع
ثاصفا,1381,ساختمان اصفهان,3272.0,,13810921,,-,55754.0,369.0,58861.0,58580.0,95250.0,19735.0,56123.0,114985.0,114985.0,-,,3811.0,13810631,,52235.0,15924.0,3355.0,مجمع
ثاصفا,1382,ساختمان اصفهان,4051.0,,13821004,,-,103645.0,,61561.0,61173.0,148590.0,16616.0,103645.0,165206.0,165206.0,-,,3664.0,13820631,,52235.0,12951.0,5276.0,مجمع
ثاصفا,1383,ساختمان اصفهان,5086.0,,13831017,,-,124879.0,,76387.0,76801.0,171452.0,29814.0,124879.0,201266.0,201266.0,-,,4967.0,13830631,,64771.0,24847.0,6530.0,مجمع
ثاصفا,1384,ساختمان اصفهان,6265.0,,13841008,,-,160640.0,,115137.0,74799.0,253370.0,22407.0,160640.0,275777.0,275777.0,-,,6652.0,13840631,39799.0,64771.0,15755.0,4302.0,مجمع
ثاصفا,1385,ساختمان اصفهان,7668.0,,13850926,خیر,خیر,119917.0,92.0,136913.0,,226593.0,30329.0,120009.0,256922.0,256922.0,بلی,,6609.0,13850631,,104469.0,23720.0,24776.0,*12ماهه
ثاصفا,1386,ساختمان اصفهان,8975.0,,13861004,خیر,خیر,141771.0,,200189.0,,309072.0,32888.0,141771.0,341960.0,341960.0,بلی,,6667.0,13860631,,160000.0,26221.0,31214.0,*12ماهه
ثاصفا,1387,ساختمان اصفهان,10289.0,,13881007,بلی,خیر,237562.0,,124449.0,,318094.0,43917.0,237562.0,362011.0,362011.0,خیر,,8059.0,13870631,,160000.0,35858.0,-45840.0,*12ماهه
ثاصفا,1388,ساختمان اصفهان,10289.0,,13891015,بلی,خیر,229920.0,,117689.0,,298345.0,49264.0,229920.0,347609.0,347609.0,خیر,,7964.0,13880631,,160000.0,41213.0,-52600.0,*12ماهه
ثاصفا,1389,ساختمان اصفهان,10289.0,,13900219,,-,280843.0,,113178.0,97723.0,339661.0,54360.0,280843.0,394021.0,394021.0,-,,7637.0,13890631,,160000.0,46636.0,-57111.0,مجمع
ثاصفا,1391,ساختمان اصفهان,10289.0,,13930328,خیر,خیر,176937.0,,90698.0,,191422.0,76213.0,176937.0,267635.0,267635.0,بلی,,6985.0,13910631,,160000.0,69101.0,-79591.0,*12ماهه
ثاصفا,1394,ساختمان اصفهان,10289.0,,13950303,بلی,خیر,271361.0,512.0,-26885.0,,218835.0,26153.0,271873.0,244988.0,244988.0,خیر,,6034.0,13940631,,160000.0,20015.0,-197174.0,*12ماهه
ثاصفا,1396,ساختمان اصفهان,10289.0,,13961010,,-,427797.0,620.0,143128.0,74136.0,183882.0,387663.0,428417.0,571545.0,571545.0,-,,69544.0,13960631,,160000.0,318015.0,-96153.0,مجمع
ثاصفا,1397,ساختمان اصفهان,10289.0,فرابورس,13980126,بلی,خیر,380085.0,536.0,113959.0,,93722.0,400858.0,380621.0,494580.0,494580.0,خیر,,70739.0,13970631,,160000.0,330015.0,-124984.0,*12ماهه
ثالوند,1392,سر. مسکن الوند,5000.0,,13930825,خیر,خیر,206607.0,2445.0,170627.0,,328941.0,50738.0,209052.0,379679.0,379679.0,بلی,,34616.0,13920631,,50000.0,15800.0,115627.0,*12ماهه
ثالوند,1394,سر. مسکن الوند,13808.0,,13941007,,-,260243.0,4358.0,495126.0,481513.0,678342.0,81385.0,264601.0,759727.0,759727.0,-,,32021.0,13940631,,300000.0,16022.0,181318.0,مجمع
ثالوند,1395,سر. مسکن الوند,15862.0,,13951021,,-,453334.0,5210.0,397211.0,352211.0,734288.0,121467.0,458544.0,855755.0,855755.0,-,,28764.0,13950631,,300000.0,59098.0,81349.0,مجمع
ثالوند,1396,سر. مسکن الوند,21620.0,,13961026,,-,330827.0,6118.0,467374.0,357874.0,687323.0,116996.0,336945.0,804319.0,804319.0,-,,8477.0,13960631,,300000.0,62709.0,145754.0,مجمع
ثالوند,1397,سر. مسکن الوند,26755.0,فرابورس,13971030,,-,128953.0,70419.0,631376.0,559376.0,774427.0,56321.0,199372.0,830748.0,830748.0,-,,7728.0,13970631,,300000.0,,133825.0,مجمع
ثامان,1380,سر. سامان گستر اصفهان,4588.0,,13801025,,-,74296.0,251.0,89849.0,89075.0,134855.0,29541.0,74547.0,164396.0,164396.0,-,,8306.0,13800631,,77198.0,21235.0,8063.0,مجمع
ثامان,1381,سر. سامان گستر اصفهان,5909.0,,13811016,,-,103656.0,1071.0,99726.0,99326.0,170853.0,33600.0,104727.0,204453.0,204453.0,-,,7621.0,13810631,,84918.0,25980.0,8899.0,مجمع
ثامان,1382,سر. سامان گستر اصفهان,7598.0,,13821022,,-,134118.0,491.0,110764.0,110414.0,211595.0,33778.0,134609.0,245373.0,245373.0,-,,7384.0,13820631,,93410.0,26393.0,9756.0,مجمع
ثامان,1383,سر. سامان گستر اصفهان,9998.0,,13831016,,-,91243.0,826.0,153105.0,173656.0,206239.0,38935.0,92069.0,245174.0,245174.0,-,,8202.0,13830631,,102750.0,30733.0,40357.0,مجمع
ثامان,1384,سر. سامان گستر اصفهان,12714.0,,13841025,,-,131569.0,1054.0,258540.0,257652.0,354131.0,37032.0,132623.0,391163.0,391163.0,-,,7860.0,13840631,40000.0,184951.0,29172.0,20875.0,مجمع
ثامان,1385,سر. سامان گستر اصفهان,15908.0,,13851011,خیر,خیر,218171.0,1165.0,283283.0,,441336.0,61283.0,219336.0,502619.0,502619.0,بلی,,7342.0,13850631,,184951.0,53687.0,42424.0,*12ماهه
ثامان,1386,سر. سامان گستر اصفهان,18495.0,,13861012,خیر,خیر,214531.0,3986.0,339076.0,,468350.0,89243.0,218517.0,557593.0,557593.0,بلی,,7418.0,13860631,40000.0,184951.0,81825.0,95630.0,*12ماهه
ثامان,1387,سر. سامان گستر اصفهان,21060.0,,13871014,خیر,خیر,247895.0,1464.0,360775.0,,489281.0,120853.0,249359.0,610134.0,610134.0,بلی,,10413.0,13870631,40000.0,221941.0,110440.0,77774.0,*12ماهه
ثامان,1388,سر. سامان گستر اصفهان,22194.0,,13881019,خیر,خیر,250049.0,2012.0,382974.0,,458953.0,176082.0,252061.0,635035.0,635035.0,بلی,,9590.0,13880631,40000.0,221941.0,166492.0,98839.0,*12ماهه
ثامان,1389,سر. سامان گستر اصفهان,22194.0,,13891029,,-,242948.0,1397.0,356356.0,314023.0,502038.0,98663.0,244345.0,600701.0,600701.0,-,,9120.0,13890631,,221941.0,89286.0,72221.0,مجمع
ثامان,1390,سر. سامان گستر اصفهان,22194.0,,13901010,خیر,خیر,249790.0,1814.0,347540.0,,523762.0,75382.0,251604.0,599144.0,599144.0,بلی,,8613.0,13900631,,221941.0,66512.0,63405.0,*12ماهه
ثامان,1391,سر. سامان گستر اصفهان,22194.0,,13911011,,-,134500.0,1755.0,414716.0,380178.0,463099.0,87872.0,136255.0,550971.0,550971.0,-,,34611.0,13910631,,221941.0,53190.0,130581.0,مجمع
ثامان,1392,سر. سامان گستر اصفهان,22194.0,,13921008,,-,95162.0,1597.0,433328.0,345494.0,426142.0,103945.0,96759.0,530087.0,530087.0,-,,49839.0,13920631,,221941.0,54062.0,149193.0,مجمع
ثامان,1393,سر. سامان گستر اصفهان,22194.0,,13931015,,-,96921.0,2017.0,451768.0,360988.0,440519.0,110187.0,98938.0,550706.0,550706.0,-,,55329.0,13930631,,221941.0,54684.0,167633.0,مجمع
ثامان,1394,سر. سامان گستر اصفهان,22194.0,,13941014,,-,94367.0,2884.0,458877.0,390913.0,451530.0,104598.0,97251.0,556128.0,556128.0,-,,51928.0,13940631,,221941.0,52355.0,174742.0,مجمع
ثامان,1395,سر. سامان گستر اصفهان,22194.0,,13951022,,-,109036.0,4052.0,482798.0,416831.0,504242.0,91644.0,113088.0,595886.0,595886.0,-,,48448.0,13950631,,221941.0,42891.0,198663.0,مجمع
ثامان,1396,سر. سامان گستر اصفهان,22194.0,,13961017,,-,120561.0,5416.0,492746.0,430552.0,519863.0,98860.0,125977.0,618723.0,618723.0,-,,45892.0,13960631,,221941.0,42891.0,208611.0,مجمع
ثامان,1397,سر. سامان گستر اصفهان,22194.0,بورس تهران,13971012,,-,144137.0,6116.0,473915.0,465925.0,537587.0,86581.0,150253.0,624168.0,624168.0,-,,43444.0,13970631,,221941.0,42892.0,189780.0,مجمع
ثاژن,1379,سخت آژند,74.0,,13801010,بلی,خیر,4498.0,130.0,5821.0,,9816.0,633.0,4628.0,10449.0,10449.0,خیر,,299.0,13790631,-1.0,5829.0,334.0,-81.0,*12ماهه
ثاژن,1381,سخت آژند,344.0,,13811008,خیر,خیر,9153.0,224.0,10840.0,,19474.0,743.0,9377.0,20217.0,20217.0,بلی,,496.0,13810631,,10000.0,247.0,496.0,*12ماهه
ثاژن,1382,سخت آژند,713.0,,13821012,خیر,خیر,22684.0,107.0,21255.0,,43062.0,984.0,22791.0,44046.0,44046.0,بلی,,737.0,13820631,,20000.0,247.0,542.0,*12ماهه
ثاژن,1383,سخت آژند,912.0,,13831030,,-,10335.0,275.0,43235.0,42835.0,52898.0,947.0,10610.0,53845.0,53845.0,-,,690.0,13830631,,40000.0,257.0,2323.0,مجمع
ثاژن,1384,سخت آژند,1960.0,,13841026,,-,38314.0,464.0,118544.0,118293.0,155969.0,1353.0,38778.0,157322.0,157322.0,-,,855.0,13840631,,100000.0,498.0,16584.0,مجمع
ثاژن,1385,سخت آژند,2918.0,,13851104,خیر,خیر,47132.0,462.0,134382.0,,178249.0,3727.0,47594.0,181976.0,181976.0,بلی,,985.0,13850631,30300.0,100000.0,2742.0,1164.0,*12ماهه
ثاژن,1386,سخت آژند,969.0,,13861026,,-,64384.0,466.0,98146.0,98146.0,149428.0,13568.0,64850.0,162996.0,162996.0,-,,862.0,13860631,,100000.0,9260.0,-2823.0,مجمع
ثاژن,1387,سخت آژند,2281.0,,13871015,خیر,خیر,57457.0,436.0,122547.0,,161306.0,19134.0,57893.0,180440.0,180440.0,بلی,,624.0,13870631,,100000.0,18510.0,20266.0,*12ماهه
ثاژن,1388,سخت آژند,2281.0,,13881029,,-,84431.0,206.0,103649.0,103649.0,169838.0,18448.0,84637.0,188286.0,188286.0,-,,527.0,13880631,,100000.0,17921.0,1368.0,مجمع
ثاژن,1389,سخت آژند,2281.0,,13890915,,-,92993.0,281.0,72061.0,72061.0,147210.0,18125.0,93274.0,165335.0,165335.0,-,,530.0,13890631,,100000.0,17595.0,-30220.0,مجمع
ثاژن,1390,سخت آژند,2281.0,,13901026,,-,109859.0,85.0,42804.0,42804.0,137102.0,15646.0,109944.0,152748.0,152748.0,-,,158.0,13900631,,100000.0,15488.0,-59477.0,مجمع
ثاژن,1391,سخت آژند,2281.0,,13911012,,-,278457.0,77.0,55422.0,55422.0,318280.0,15676.0,278534.0,333956.0,333956.0,-,,188.0,13910631,,100000.0,15488.0,-46859.0,مجمع
ثاژن,1392,سخت آژند,3286.0,,13921025,,-,83083.0,54.0,122392.0,118191.0,189718.0,15811.0,83137.0,205529.0,205529.0,-,,812.0,13920631,,100000.0,14999.0,19106.0,مجمع
ثاژن,1393,سخت آژند,6052.0,,13931024,,-,286002.0,262436.0,154614.0,120814.0,95865.0,607187.0,548438.0,703052.0,703052.0,-,,77571.0,13930631,,100000.0,529616.0,48562.0,مجمع
ثاژن,1394,سخت آژند,10000.0,,13941111,,-,901907.0,603.0,505283.0,494863.0,659115.0,748678.0,902510.0,1407793.0,1407793.0,-,,51733.0,13940631,,100000.0,696784.0,95283.0,مجمع
ثاژن,1395,سخت آژند,15227.0,,13951030,,-,461729.0,441060.0,601421.0,569485.0,771546.0,732664.0,902789.0,1504210.0,1504210.0,-,,46801.0,13950631,,400000.0,685706.0,186194.0,مجمع
ثاژن,1396,سخت آژند,24754.0,فرابورس,13961217,,-,344282.0,371650.0,769101.0,677101.0,751555.0,733478.0,715932.0,1485033.0,1485033.0,-,,42738.0,13960631,,400000.0,690585.0,344347.0,مجمع
ثاژن,1397,سخت آژند,25110.0,فرابورس,13980410,,-,833701.0,1588.0,609328.0,605328.0,798423.0,646194.0,835289.0,1444617.0,1444617.0,-,,38780.0,13970631,,400000.0,607259.0,184218.0,مجمع
ثباغ,1390,شهر سازی و خانه سازی باغمیشه,25000.0,,13900830,,-,599679.0,3877.0,768299.0,278355.0,836516.0,535339.0,603556.0,1371855.0,1371855.0,-,,13845.0,13900631,,250000.0,521494.0,493299.0,مجمع
ثباغ,1391,شهر سازی و خانه سازی باغمیشه,56663.0,,13910922,,-,307275.0,16396.0,1461629.0,864460.0,1133319.0,651981.0,323671.0,1785300.0,1785300.0,-,,13560.0,13910631,,800000.0,638421.0,604966.0,مجمع
ثباغ,1392,شهر سازی و خانه سازی باغمیشه,80000.0,,13920827,,-,487181.0,41192.0,1119108.0,901108.0,1128414.0,519067.0,528373.0,1647481.0,1647481.0,-,,13825.0,13920631,,800000.0,505242.0,239108.0,مجمع
ثباغ,1393,شهر سازی و خانه سازی باغمیشه,80000.0,,13930910,,-,487966.0,22090.0,1340054.0,938054.0,1657492.0,192618.0,510056.0,1850110.0,1850110.0,-,,15030.0,13930631,,800000.0,177588.0,460054.0,مجمع
ثباغ,1394,شهر سازی و خانه سازی باغمیشه,80000.0,,13940915,,-,790142.0,13368.0,1327628.0,1125828.0,1871492.0,259646.0,803510.0,2131138.0,2131138.0,-,,14454.0,13940631,,800000.0,107269.0,447628.0,مجمع
ثباغ,1395,شهر سازی و خانه سازی باغمیشه,80000.0,,13950906,,-,884626.0,15544.0,1413572.0,1093572.0,2136755.0,176987.0,900170.0,2313742.0,2313742.0,-,,16089.0,13950631,,800000.0,120751.0,533524.0,مجمع
ثباغ,1396,شهر سازی و خانه سازی باغمیشه,97847.0,,13960919,,-,648403.0,15714.0,1650460.0,1330460.0,2154748.0,159829.0,664117.0,2314577.0,2314577.0,-,,15185.0,13960631,,1000000.0,124195.0,552613.0,مجمع
ثباغ,1397,شهر سازی و خانه سازی باغمیشه,114602.0,فرابورس,13971016,,-,435146.0,15682.0,1985562.0,1767762.0,2059953.0,376437.0,450828.0,2436390.0,2436390.0,-,,20099.0,13970631,,1320000.0,111637.0,550960.0,مجمع
ثتران,1388,سر. مسکن تهران,10000.0,,13891008,خیر,خیر,862899.0,9057.0,328492.0,,1168754.0,31694.0,871956.0,1200448.0,1200448.0,بلی,,17484.0,13880631,,100000.0,14082.0,218492.0,*12ماهه
ثتران,1390,سر. مسکن تهران,21297.0,,13901018,,-,967255.0,3585.0,412420.0,351760.0,1286518.0,96742.0,970840.0,1383260.0,1383260.0,-,,39300.0,13900631,,300000.0,57442.0,91123.0,مجمع
ثتران,1391,سر. مسکن تهران,28498.0,,13911003,,-,721817.0,5103.0,495781.0,374981.0,1039056.0,183645.0,726920.0,1222701.0,1222701.0,-,,37404.0,13910631,,300000.0,146241.0,167283.0,مجمع
ثتران,1392,سر. مسکن تهران,32101.0,,13921022,,-,843944.0,7933.0,730580.0,658180.0,1378359.0,204098.0,851877.0,1582457.0,1582457.0,-,,73689.0,13920631,,600000.0,130322.0,98479.0,مجمع
ثتران,1393,سر. مسکن تهران,47547.0,,13930929,,-,783571.0,173902.0,967496.0,719996.0,1367947.0,557022.0,957473.0,1924969.0,1924969.0,-,,63866.0,13930631,,600000.0,427774.0,319949.0,مجمع
ثتران,1394,سر. مسکن تهران,50337.0,,13941030,,-,1141924.0,76306.0,1106137.0,980137.0,1456359.0,868008.0,1218230.0,2324367.0,2324367.0,-,,408741.0,13940631,,600000.0,428993.0,126957.0,مجمع
ثتران,1395,سر. مسکن تهران,50337.0,,13951029,,-,913575.0,261599.0,1002049.0,1002049.0,1680110.0,497113.0,1175174.0,2177223.0,2177223.0,-,,396945.0,13950631,,1000000.0,57510.0,-248288.0,مجمع
ثتران,1396,سر. مسکن تهران,50337.0,,13961025,,-,1644346.0,88435.0,401742.0,401742.0,1140537.0,993986.0,1732781.0,2134523.0,2134523.0,-,,20463.0,13960631,,1200000.0,864459.0,-848595.0,مجمع
ثتران,1397,سر. مسکن تهران,50337.0,فرابورس,13971029,,-,1511354.0,13316.0,282139.0,282139.0,940254.0,866555.0,1524670.0,1806809.0,1806809.0,-,,5721.0,13970631,,1200000.0,817184.0,-968198.0,مجمع
ثتوسا,1389,سر. توسعه و عمران استان اردبیل,6813.0,,13900823,بلی,خیر,303442.0,404.0,130739.0,,405381.0,29204.0,303846.0,434585.0,434585.0,خیر,,639.0,13890631,,96000.0,28565.0,27926.0,*12ماهه
ثتوسا,1391,سر. توسعه و عمران استان اردبیل,6815.0,,13920210,بلی,خیر,355123.0,27004.0,4677.0,,343317.0,43487.0,382127.0,386804.0,386804.0,خیر,,390.0,13910631,,96000.0,43060.0,-98138.0,*12ماهه
ثتوسا,1393,سر. توسعه و عمران استان اردبیل,6815.0,,13931010,,-,316080.0,14887.0,-129683.0,-129683.0,159997.0,41287.0,330967.0,201284.0,201284.0,-,,1007.0,13930631,,96000.0,40243.0,-232498.0,مجمع
